classification_id,subject_id,click_index,user_name,frame,zoom,x_px,y_px,lat,lon
636448381,109176823,0,ryanmio,0,9,137.14846801757812,240.17861938476562,36.86816434317261,-76.98259836212945
636448503,109176811,0,ryanmio,3,9,339.0958557128906,330.4458923339844,36.47795571294797,-77.12193741582762
636448888,109176846,0,ryanmio,2,9,228.1453399658203,273.0706787109375,37.92448960390027,-77.43269610873645
